Title,Original title,ID,Language,Details,Genre IDs,Popularity,Release date,Review score,Number of reviews
Marinette,Marinette,953735,fr,"Based on the biography Ne jamais rien lâcher, the script traces the career of Marinette Pichon over three decades. Born in 1975, she was the pioneer of French women's football and one of the greatest stars of that sport in the world. A prodigy discovered at the age of five, she went on to become the first French player to make a career in the United States (men/women combined) and the record holder for the number of goals and selections for the French team (men/women combined). From her childhood, ravaged by an alcoholic and violent father, to the American dream (she was crowned best player and best scorer in the prestigious US league in 2002 and 2003 and ""Most Valuable Player"" in 2003), via her career with the French team, Marinette paints the portrait of a kid from a working-class background who was not destined for such an extraordinary career path...","[36, 18]",4.505,2023-06-07,6.9,37
R BnB,R BnB,1075350,en,"A wealthy Manhattan couple celebrates their first year anniversary at a secluded Airbnb, only to realize they are being secretly video taped. But why?","[53, 27, 18]",2.213,2023-02-08,7.9,18
Pantafa,Pantafa,876619,it,"Marta and her daughter Nina move to Malanotte, a small mountain village. The little girl has been suffering from hypnagogic paralysis for some time, a sleep disorder which can lead to hallucinatory states, and Marta thought that a bit of mountain air and distance from the frenetic rhythm of city life might benefit the little girl. However, the house they move into is anything but welcoming, and children are never seen playing in the streets of Malanotte. Nina’s symptoms begin to worsen from the very first night in the new house, and the little girl has more and more vivid nightmares in which a ghostly figure sits on her chest, immobilises her and steals her breath. For Marta, a single mother in a place she finds increasingly sinister, it will become harder every day to know what is best for her child.",[27],2.204,2023-03-30,4.0,10
Mike Birbiglia: The Old Man and the Pool,Mike Birbiglia: The Old Man and the Pool,1199400,en,"Comedian Mike Birbiglia dives headlong into mortality, medical tests, nature's pillows and an overchlorinated YMCA pool in this candid one-man show.",[35],2.188,2023-11-21,7.0,10
The Lulus,La Guerre des Lulus,961725,fr,"August 1914. While the German army is gaining ground in the North of France, four boys aged 10 to 15, LUcien, LUcas, LUigi and LUdwig are left behind during the evacuation of their orphanage. Without the protection of Abbé Turpin and the schoolteacher Leutellier, the Lulus are now stranded on their own behind the enemy front line. Soon joined by LUce, a pretty young girl separated from her parents, they decide to reach the neutral country of Switzerland by all means possible... they embark on an adventure for which nothing and no one has prepared them!","[12, 36, 10751, 18, 10752]",5.102,2023-01-18,6.0,27
A Picture of Her,A Picture of Her,1081439,en,Beth unwittingly becomes the subject of an award-winning magazine’s cover and goes on a quest to uncover the true identity of the mystery photographer who snapped her photo.,"[10770, 35, 10749]",2.17,2023-03-25,6.8,16
The In(famous) Youssef Salem,Youssef Salem a du succès,994025,fr,"Youssef Salem, 45, has always managed to miss his writing career. But the trouble begins when his new novel becomes a success because Youssef couldn't help but be inspired by his own, for better or worse. He must now avoid at all costs that his book falls into the hands of his family.",[35],3.629,2023-01-18,6.6,68
Untold: Johnny Football,Untold: Johnny Football,1151353,en,"This documentary traces the meteoric rise and precipitous fall of football star Johnny Manziel via interviews with friends, coaches and Manziel himself.",[99],4.481,2023-08-08,7.2,19
Grosso guaio all'Esquilino - La leggenda del Kung Fu,Grosso guaio all'Esquilino - La leggenda del Kung Fu,1018941,it,"Davide is a shy and nerdy 13-year-old teenager who lives in Rome, in the Esquilino district, with his mum Asia. He spends his days with his friend Yang, constantly trying to escape from the school bully, Nadir, and dreaming of winning Jasmine's heart. Passionate about movies on martial arts, Davide tries to regain self-confidence when he meets Martino, a broke b-movie actor, pretending to be a kung fu master to make his living.",[35],2.129,2023-04-06,5.4,18
La guerra del Tiburtino III,La guerra del Tiburtino III,1133216,it,"In the Tiburtino III neighbourhood, in the outer suburbs of Rome, a small asteroid falls from the sky. In the following days, almost everyone in the suburb starts behaving inexplicably oddly: they all suck AA batteries. An improbable group of young characters finds out that many have been infected by some parasites and the aliens intend to conquer the whole world.","[878, 35]",2.128,2023-11-02,6.3,11
Devil Beneath,Devil Beneath,1079643,en,"Two estranged brothers come together and discover old family secrets after inheriting their grandfather's property. As their friends start to go missing, they fear they are being stalked by a creature lurking in the shadows.","[27, 53]",2.664,2023-01-13,4.9,11
I Have Electric Dreams,Tengo sueños eléctricos,996427,es,"Eva can't stand the fact that her mother wants to renovate the house and get rid of the cat, which, disoriented since the divorce, pees everywhere. Eva wants to go and live with her father, who, disoriented like the cat, is experiencing a second adolescence. And Eva follows him while he tries to reconnect with his desire to become an artist and find love again. But like someone who crosses an ocean of adults without knowing how to swim, Eva will also discover the rage that gnaws at him, and that without knowing it, she has inherited from him.",[18],3.757,2023-02-03,7.0,14
Maximum Truth,Maximum Truth,839564,en,A documentary crew follows political grifter Rick Klingman as he teams up with his sketchy buddy Simon to take down a rival congressional candidate.,[35],2.177,2023-06-23,5.7,10
Anatar,Anatar,1052025,it,"After causing the collapse of their own planet, the Anatar people of humanoid aliens who evolved from ducks, are searching for a new celestial body to call a nest. During their wanderings in space they land on Pandono, a place where living beings and nature have found their strange balance. Love, war, spaceships and space ducks are the ingredients of this grotesque modern fairy tale about accepting what is different from us.","[35, 878, 14, 12, 28, 10749]",2.108,2023-01-19,3.6,18
If These Walls Could Sing,If These Walls Could Sing,926392,en,"The untold story of the Abbey Road studio, all-star interviews and intimate access to the premises.","[99, 10402]",2.409,2023-01-06,6.8,11
The Three Investigators and The Legacy of the Dragon,Die drei ??? - Erbe des Drachen,941488,de,"During the summer vacations, the three friends are about to take a trip together to Romania, where they are allowed to complete an internship on the film set of ""Dracula Rises"", arranged for them by Peter's father, who is responsible for the special effects during the filming. No sooner do they arrive in Transylvania than mysterious events begin to pile up at Countess Codrina's old castle, which serves as the original setting for the film. The three detectives want to find out what all this may have to do with a boy who has been missing for over 50 years, a mysterious brotherhood and an enigmatic undead. Soon, not only the filming and Peter's relationship with his father are at stake, but also the friendship of the three investigators.","[12, 10751]",4.894,2023-01-26,6.1,28
Pocket Dial Murder,Pocket Dial Murder,1121156,en,"Stacey receives a pocket dial from her husband, Jeff, where she hears the sudden death of a woman on the other end. When Jeff comes home, he says he lost his phone she doesn’t know what to think. Could Stacey be married to a murderer?","[10770, 53, 18, 80]",2.096,2023-06-16,5.9,18
Scordato,Scordato,860947,it,,[35],2.194,2023-04-13,6.0,45
Do Not Expect Too Much from the End of the World,Nu Aștepta Prea Mult de la Sfârșitul Lumii,937085,ro,"Overworked and underpaid, Angela drives around the city of Bucharest to film the casting for a 'safety at work' video commissioned by a multinational company. When one of the interviewees reveals the company’s liability in his accident, a scandal erupts.","[35, 18]",4.808,2023-09-27,7.0,10
You’re Killing Me,You’re Killing Me,975022,en,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.","[27, 53, 28]",3.314,2023-04-07,5.6,16
Un petit miracle,Un petit miracle,964898,fr,"Nothing goes well for Juliette! The school where she used to teach has burned down, and her unique class will have to be dispatched to the four corners of the department. To avoid this, she proposes a surprising solution: to install her class at the Poppies, the local old people's home, the only place that can accommodate them for the time of the work. For the children as well as for the residents, the cohabitation will not be easy, but will transform them forever. Inspired by a true story.",[35],2.05,2023-01-25,6.1,23
You & Me & Me,เธอกับฉันกับฉัน,977179,th,"A nostalgic, coming-of-age story of identical twin sisters who share every aspect of their lives with one another, until one day a boy walks into their lives and puts their strong bond to the test.","[10749, 18]",2.799,2023-02-09,6.5,16
Made for Each Other,Made for Each Other,1068827,en,A sculptor uses magic to mold her ideal man into reality but begins to fall for her human friend and embraces the flaws that make love perfectly imperfect.,"[10770, 35, 10749, 14]",2.041,2023-02-25,6.4,10
Bad Things,Bad Things,1114928,en,A weekend getaway for a few friends at a snowy hotel becomes a psychological tailspin and bloody nightmare.,"[27, 53]",2.032,2023-06-09,5.0,10
Amazing - Fabio de Luigi,Amazing - Fabio de Luigi,1200613,it,"Comic actor Fabio De Luigi is about to have a very special evening: he has received a lifetime achievement award, but he is so shy that he would do without it, avoiding celebrations that are embarrassing to him. In spite of himself, he finds himself in a luxurious hotel starring in a night in which he will discover, along with the audience, that the award is an expedient for a comic and dreamlike journey among prestigious friends and unexpected surprises, all the way to the stage and the well-deserved statuette.","[35, 10770]",2.029,2023-11-03,5.7,12
